"subject" "activity_label" "variable" "mean"
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.618836206634444
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.698354145936441
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.792483156720588
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.708898710199377
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.728692138333333
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.764490030609974
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.768682473178484
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.732321370690816
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.8210758325
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.720515676293194
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.736117664139535
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.780636429556136
1 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.637812687210375
2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.671679103311258
3 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.689328428607038
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.723788617823344
5 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.662581310334437
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.546009968372308
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.701731200484416
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.674984452240214
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.7617108665625
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.703243499727891
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.781738140601266
12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.709726149496875
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.715772980189602
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.7862917325387
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.731382711036585
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.858298719153005
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.788387981630435
18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.842893477884615
19 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.618836206634444
20 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.698354145936441
21 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.792483156720588
22 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.708898710199377
23 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.728692138333333
24 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.764490030609974
25 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.768682473178484
26 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.732321370690816
27 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.8210758325
28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.720515676293194
29 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.736117664139535
30 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-X" -0.780636429556136
1 "LAYING" "tBodyGyroJerk-std()-Y" -0.634472244550432
2 "LAYING" "tBodyGyroJerk-std()-Y" -0.783595466728477
3 "LAYING" "tBodyGyroJerk-std()-Y" -0.842659862111437
4 "LAYING" "tBodyGyroJerk-std()-Y" -0.902502592618297
5 "LAYING" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "LAYING" "tBodyGyroJerk-std()-Y" -0.677635980501539
7 "LAYING" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "LAYING" "tBodyGyroJerk-std()-Y" -0.683086930288968
9 "LAYING" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "LAYING" "tBodyGyroJerk-std()-Y" -0.768641779047619
11 "LAYING" "tBodyGyroJerk-std()-Y" -0.868377254082279
12 "LAYING" "tBodyGyroJerk-std()-Y" -0.8112325993125
13 "LAYING" "tBodyGyroJerk-std()-Y" -0.718988591831804
14 "LAYING" "tBodyGyroJerk-std()-Y" -0.6979155314613
15 "LAYING" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "LAYING" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "LAYING" "tBodyGyroJerk-std()-Y" -0.825988662771739
18 "LAYING" "tBodyGyroJerk-std()-Y" -0.884050472967033
19 "LAYING" "tBodyGyroJerk-std()-Y" -0.725991380623889
20 "LAYING" "tBodyGyroJerk-std()-Y" -0.684280685533898
21 "LAYING" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "LAYING" "tBodyGyroJerk-std()-Y" -0.859924419844237
23 "LAYING" "tBodyGyroJerk-std()-Y" -0.546043593651882
24 "LAYING" "tBodyGyroJerk-std()-Y" -0.792718702440945
25 "LAYING" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "LAYING" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "LAYING" "tBodyGyroJerk-std()-Y" -0.837320211489362
28 "LAYING" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "LAYING" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "LAYING" "tBodyGyroJerk-std()-Y" -0.79894807305483
1 "SITTING" "tBodyGyroJerk-std()-Y" -0.634472244550432
2 "SITTING" "tBodyGyroJerk-std()-Y" -0.783595466728477
3 "SITTING" "tBodyGyroJerk-std()-Y" -0.842659862111437
4 "SITTING" "tBodyGyroJerk-std()-Y" -0.902502592618297
5 "SITTING" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "SITTING" "tBodyGyroJerk-std()-Y" -0.677635980501539
7 "SITTING" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "SITTING" "tBodyGyroJerk-std()-Y" -0.683086930288968
9 "SITTING" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "SITTING" "tBodyGyroJerk-std()-Y" -0.768641779047619
11 "SITTING" "tBodyGyroJerk-std()-Y" -0.868377254082279
12 "SITTING" "tBodyGyroJerk-std()-Y" -0.8112325993125
13 "SITTING" "tBodyGyroJerk-std()-Y" -0.718988591831804
14 "SITTING" "tBodyGyroJerk-std()-Y" -0.6979155314613
15 "SITTING" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "SITTING" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "SITTING" "tBodyGyroJerk-std()-Y" -0.825988662771739
18 "SITTING" "tBodyGyroJerk-std()-Y" -0.884050472967033
19 "SITTING" "tBodyGyroJerk-std()-Y" -0.725991380623889
20 "SITTING" "tBodyGyroJerk-std()-Y" -0.684280685533898
21 "SITTING" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "SITTING" "tBodyGyroJerk-std()-Y" -0.859924419844237
23 "SITTING" "tBodyGyroJerk-std()-Y" -0.546043593651882
24 "SITTING" "tBodyGyroJerk-std()-Y" -0.792718702440945
25 "SITTING" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "SITTING" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "SITTING" "tBodyGyroJerk-std()-Y" -0.837320211489362
28 "SITTING" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "SITTING" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "SITTING" "tBodyGyroJerk-std()-Y" -0.79894807305483
1 "STANDING" "tBodyGyroJerk-std()-Y" -0.634472244550432
2 "STANDING" "tBodyGyroJerk-std()-Y" -0.783595466728477
3 "STANDING" "tBodyGyroJerk-std()-Y" -0.842659862111437
4 "STANDING" "tBodyGyroJerk-std()-Y" -0.902502592618297
5 "STANDING" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "STANDING" "tBodyGyroJerk-std()-Y" -0.677635980501539
7 "STANDING" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "STANDING" "tBodyGyroJerk-std()-Y" -0.683086930288968
9 "STANDING" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "STANDING" "tBodyGyroJerk-std()-Y" -0.768641779047619
11 "STANDING" "tBodyGyroJerk-std()-Y" -0.868377254082279
12 "STANDING" "tBodyGyroJerk-std()-Y" -0.8112325993125
13 "STANDING" "tBodyGyroJerk-std()-Y" -0.718988591831804
14 "STANDING" "tBodyGyroJerk-std()-Y" -0.6979155314613
15 "STANDING" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "STANDING" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "STANDING" "tBodyGyroJerk-std()-Y" -0.825988662771739
18 "STANDING" "tBodyGyroJerk-std()-Y" -0.884050472967033
19 "STANDING" "tBodyGyroJerk-std()-Y" -0.725991380623889
20 "STANDING" "tBodyGyroJerk-std()-Y" -0.684280685533898
21 "STANDING" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "STANDING" "tBodyGyroJerk-std()-Y" -0.859924419844237
23 "STANDING" "tBodyGyroJerk-std()-Y" -0.546043593651882
24 "STANDING" "tBodyGyroJerk-std()-Y" -0.792718702440945
25 "STANDING" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "STANDING" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "STANDING" "tBodyGyroJerk-std()-Y" -0.837320211489362
28 "STANDING" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "STANDING" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "STANDING" "tBodyGyroJerk-std()-Y" -0.79894807305483
1 "WALKING" "tBodyGyroJerk-std()-Y" -0.634472244550432
2 "WALKING" "tBodyGyroJerk-std()-Y" -0.783595466728477
3 "WALKING" "tBodyGyroJerk-std()-Y" -0.842659862111437
4 "WALKING" "tBodyGyroJerk-std()-Y" -0.902502592618297
5 "WALKING" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "WALKING" "tBodyGyroJerk-std()-Y" -0.677635980501539
7 "WALKING" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "WALKING" "tBodyGyroJerk-std()-Y" -0.683086930288968
9 "WALKING" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "WALKING" "tBodyGyroJerk-std()-Y" -0.768641779047619
11 "WALKING" "tBodyGyroJerk-std()-Y" -0.868377254082279
12 "WALKING" "tBodyGyroJerk-std()-Y" -0.8112325993125
13 "WALKING" "tBodyGyroJerk-std()-Y" -0.718988591831804
14 "WALKING" "tBodyGyroJerk-std()-Y" -0.6979155314613
15 "WALKING" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "WALKING" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "WALKING" "tBodyGyroJerk-std()-Y" -0.825988662771739
18 "WALKING" "tBodyGyroJerk-std()-Y" -0.884050472967033
19 "WALKING" "tBodyGyroJerk-std()-Y" -0.725991380623889
20 "WALKING" "tBodyGyroJerk-std()-Y" -0.684280685533898
21 "WALKING" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "WALKING" "tBodyGyroJerk-std()-Y" -0.859924419844237
23 "WALKING" "tBodyGyroJerk-std()-Y" -0.546043593651882
24 "WALKING" "tBodyGyroJerk-std()-Y" -0.792718702440945
25 "WALKING" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "WALKING" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "WALKING" "tBodyGyroJerk-std()-Y" -0.837320211489362
28 "WALKING" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "WALKING" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "WALKING" "tBodyGyroJerk-std()-Y" -0.79894807305483
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.634472244550432
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.783595466728477
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.842659862111437
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.902502592618297
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.677635980501539
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.683086930288968
9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.768641779047619
11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.868377254082279
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.8112325993125
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.718988591831804
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.6979155314613
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.825988662771739
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.884050472967033
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.725991380623889
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.684280685533898
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.859924419844237
23 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.546043593651882
24 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.792718702440945
25 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.837320211489362
28 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.79894807305483
1 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.634472244550432
2 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.783595466728477
3 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.842659862111437
4 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.902502592618297
5 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.774114270364238
6 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.677635980501539
7 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.674920114957468
8 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.683086930288968
9 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.773273878854167
10 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.768641779047619
11 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.868377254082279
12 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.8112325993125
13 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.718988591831804
14 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.6979155314613
15 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.853956592073171
16 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.86957312057377
17 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.825988662771739
18 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.884050472967033
19 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.725991380623889
20 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.684280685533898
21 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.815859336004902
22 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.859924419844237
23 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.546043593651882
24 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.792718702440945
25 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.902628080757946
26 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.836112175331633
27 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.837320211489362
28 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.825038783246073
29 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.853639613139535
30 "WALKING_UPSTAIRS" "tBodyGyroJerk-std()-Y" -0.79894807305483
1 "LAYING" "tBodyGyroJerk-std()-Z" -0.664591977786455
2 "LAYING" "tBodyGyroJerk-std()-Z" -0.674611933293046
3 "LAYING" "tBodyGyroJerk-std()-Z" -0.743028500565982
4 "LAYING" "tBodyGyroJerk-std()-Z" -0.748369141315457
5 "LAYING" "tBodyGyroJerk-std()-Z" -0.564680771249007
6 "LAYING" "tBodyGyroJerk-std()-Z" -0.526908306306892
7 "LAYING" "tBodyGyroJerk-std()-Z" -0.750808705594156
8 "LAYING" "tBodyGyroJerk-std()-Z" -0.695970301754448
9 "LAYING" "tBodyGyroJerk-std()-Z" -0.744656038298611
10 "LAYING" "tBodyGyroJerk-std()-Z" -0.686800252738095
11 "LAYING" "tBodyGyroJerk-std()-Z" -0.795490882468354
12 "LAYING" "tBodyGyroJerk-std()-Z" -0.749351860259375
13 "LAYING" "tBodyGyroJerk-std()-Z" -0.712716428498471
14 "LAYING" "tBodyGyroJerk-std()-Z" -0.638299064788854
15 "LAYING" "tBodyGyroJerk-std()-Z" -0.795626198384146
16 "LAYING" "tBodyGyroJerk-std()-Z" -0.837039926065574
17 "LAYING" "tBodyGyroJerk-std()-Z" -0.808251302907609
18 "LAYING" "tBodyGyroJerk-std()-Z" -0.83861466293956
19 "LAYING" "tBodyGyroJerk-std()-Z" -0.686684583831583
20 "LAYING" "tBodyGyroJerk-std()-Z" -0.636715878557062
21 "LAYING" "tBodyGyroJerk-std()-Z" -0.812017312181373
22 "LAYING" "tBodyGyroJerk-std()-Z" -0.742272774987539
23 "LAYING" "tBodyGyroJerk-std()-Z" -0.740518145887097
24 "LAYING" "tBodyGyroJerk-std()-Z" -0.796816516614173
25 "LAYING" "tBodyGyroJerk-std()-Z" -0.831848667286064
26 "LAYING" "tBodyGyroJerk-std()-Z" -0.773101524821429
27 "LAYING" "tBodyGyroJerk-std()-Z" -0.782945588829787
28 "LAYING" "tBodyGyroJerk-std()-Z" -0.769755981125654
29 "LAYING" "tBodyGyroJerk-std()-Z" -0.770221314302326
30 "LAYING" "tBodyGyroJerk-std()-Z" -0.76322854691906
1 "SITTING" "tBodyGyroJerk-std()-Z" -0.664591977786455
2 "SITTING" "tBodyGyroJerk-std()-Z" -0.674611933293046
3 "SITTING" "tBodyGyroJerk-std()-Z" -0.743028500565982
4 "SITTING" "tBodyGyroJerk-std()-Z" -0.748369141315457
5 "SITTING" "tBodyGyroJerk-std()-Z" -0.564680771249007
6 "SITTING" "tBodyGyroJerk-std()-Z" -0.526908306306892
7 "SITTING" "tBodyGyroJerk-std()-Z" -0.750808705594156
8 "SITTING" "tBodyGyroJerk-std()-Z" -0.695970301754448
9 "SITTING" "tBodyGyroJerk-std()-Z" -0.744656038298611
10 "SITTING" "tBodyGyroJerk-std()-Z" -0.686800252738095
11 "SITTING" "tBodyGyroJerk-std()-Z" -0.795490882468354
12 "SITTING" "tBodyGyroJerk-std()-Z" -0.749351860259375
13 "SITTING" "tBodyGyroJerk-std()-Z" -0.712716428498471
14 "SITTING" "tBodyGyroJerk-std()-Z" -0.638299064788854
15 "SITTING" "tBodyGyroJerk-std()-Z" -0.795626198384146
16 "SITTING" "tBodyGyroJerk-std()-Z" -0.837039926065574
17 "SITTING" "tBodyGyroJerk-std()-Z" -0.808251302907609
18 "SITTING" "tBodyGyroJerk-std()-Z" -0.83861466293956
19 "SITTING" "tBodyGyroJerk-std()-Z" -0.686684583831583
20 "SITTING" "tBodyGyroJerk-std()-Z" -0.636715878557062
21 "SITTING" "tBodyGyroJerk-std()-Z" -0.812017312181373
22 "SITTING" "tBodyGyroJerk-std()-Z" -0.742272774987539
23 "SITTING" "tBodyGyroJerk-std()-Z" -0.740518145887097
24 "SITTING" "tBodyGyroJerk-std()-Z" -0.796816516614173
25 "SITTING" "tBodyGyroJerk-std()-Z" -0.831848667286064
26 "SITTING" "tBodyGyroJerk-std()-Z" -0.773101524821429
27 "SITTING" "tBodyGyroJerk-std()-Z" -0.782945588829787
28 "SITTING" "tBodyGyroJerk-std()-Z" -0.769755981125654
29 "SITTING" "tBodyGyroJerk-std()-Z" -0.770221314302326
30 "SITTING" "tBodyGyroJerk-std()-Z" -0.76322854691906
1 "STANDING" "tBodyGyroJerk-std()-Z" -0.664591977786455
2 "STANDING" "tBodyGyroJerk-std()-Z" -0.674611933293046
3 "STANDING" "tBodyGyroJerk-std()-Z" -0.743028500565982
4 "STANDING" "tBodyGyroJerk-std()-Z" -0.748369141315457
5 "STANDING" "tBodyGyroJerk-std()-Z" -0.564680771249007
6 "STANDING" "tBodyGyroJerk-std()-Z" -0.526908306306892
7 "STANDING" "tBodyGyroJerk-std()-Z" -0.750808705594156
8 "STANDING" "tBodyGyroJerk-std()-Z" -0.695970301754448
9 "STANDING" "tBodyGyroJerk-std()-Z" -0.744656038298611
10 "STANDING" "tBodyGyroJerk-std()-Z" -0.686800252738095
11 "STANDING" "tBodyGyroJerk-std()-Z" -0.795490882468354
12 "STANDING" "tBodyGyroJerk-std()-Z" -0.749351860259375
13 "STANDING" "tBodyGyroJerk-std()-Z" -0.712716428498471
14 "STANDING" "tBodyGyroJerk-std()-Z" -0.638299064788854
15 "STANDING" "tBodyGyroJerk-std()-Z" -0.795626198384146
16 "STANDING" "tBodyGyroJerk-std()-Z" -0.837039926065574
17 "STANDING" "tBodyGyroJerk-std()-Z" -0.808251302907609
18 "STANDING" "tBodyGyroJerk-std()-Z" -0.83861466293956
19 "STANDING" "tBodyGyroJerk-std()-Z" -0.686684583831583
20 "STANDING" "tBodyGyroJerk-std()-Z" -0.636715878557062
21 "STANDING" "tBodyGyroJerk-std()-Z" -0.812017312181373
22 "STANDING" "tBodyGyroJerk-std()-Z" -0.742272774987539
23 "STANDING" "tBodyGyroJerk-std()-Z" -0.740518145887097
24 "STANDING" "tBodyGyroJerk-std()-Z" -0.796816516614173
25 "STANDING" "tBodyGyroJerk-std()-Z" -0.831848667286064
26 "STANDING" "tBodyGyroJerk-std()-Z" -0.773101524821429
27 "STANDING" "tBodyGyroJerk-std()-Z" -0.782945588829787
28 "STANDING" "tBodyGyroJerk-std()-Z" -0.769755981125654
29 "STANDING" "tBodyGyroJerk-std()-Z" -0.770221314302326
30 "STANDING" "tBodyGyroJerk-std()-Z" -0.76322854691906
1 "WALKING" "tBodyGyroJerk-std()-Z" -0.664591977786455
2 "WALKING" "tBodyGyroJerk-std()-Z" -0.674611933293046
3 "WALKING" "tBodyGyroJerk-std()-Z" -0.743028500565982
4 "WALKING" "tBodyGyroJerk-std()-Z" -0.748369141315457
5 "WALKING" "tBodyGyroJerk-std()-Z" -0.564680771249007
6 "WALKING" "tBodyGyroJerk-std()-Z" -0.526908306306892
7 "WALKING" "tBodyGyroJerk-std()-Z" -0.750808705594156
8 "WALKING" "tBodyGyroJerk-std()-Z" -0.695970301754448
9 "WALKING" "tBodyGyroJerk-std()-Z" -0.744656038298611
10 "WALKING" "tBodyGyroJerk-std()-Z" -0.686800252738095
11 "WALKING" "tBodyGyroJerk-std()-Z" -0.795490882468354
12 "WALKING" "tBodyGyroJerk-std()-Z" -0.749351860259375
13 "WALKING" "tBodyGyroJerk-std()-Z" -0.712716428498471
14 "WALKING" "tBodyGyroJerk-std()-Z" -0.638299064788854
15 "WALKING" "tBodyGyroJerk-std()-Z" -0.795626198384146
16 "WALKING" "tBodyGyroJerk-std()-Z" -0.837039926065574
17 "WALKING" "tBodyGyroJerk-std()-Z" -0.808251302907609
18 "WALKING" "tBodyGyroJerk-std()-Z" -0.83861466293956
19 "WALKING" "tBodyGyroJerk-std()-Z" -0.686684583831583
20 "WALKING" "tBodyGyroJerk-std()-Z" -0.636715878557062
21 "WALKING" "tBodyGyroJerk-std()-Z" -0.812017312181373
22 "WALKING" "tBodyGyroJerk-std()-Z" -0.742272774987539
23 "WALKING" "tBodyGyroJerk-std()-Z" -0.740518145887097
24 "WALKING" "tBodyGyroJerk-std()-Z" -0.796816516614173
25 "WALKING" "tBodyGyroJerk-std()-Z" -0.831848667286064
26 "WALKING" "tBodyGyroJerk-std()-Z" -0.773101524821429
27 "WALKING" "tBodyGyroJerk-std()-Z" -0.782945588829787
28 "WALKING" "tBodyGyroJerk-std()-Z" -0.769755981125654
29 "WALKING" "tBodyGyroJerk-std()-Z" -0.770221314302326
30 "WALKING" "tBodyGyroJerk-std()-Z" -0.76322854691906
1 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.664591977786455
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.674611933293046
3 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.743028500565982
4 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.748369141315457
5 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.564680771249007
6 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.526908306306892
7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.750808705594156
8 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.695970301754448
9 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.744656038298611
10 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.686800252738095
11 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.795490882468354
12 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.749351860259375
13 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.712716428498471
14 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.638299064788854
15 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.795626198384146
16 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.837039926065574
17 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.808251302907609
18 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.83861466293956
19 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.686684583831583
20 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.636715878557062
21 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.812017312181373
22 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.742272774987539
